gid,nome,tipo,fk
1355,Soledade de Minas,MUNICÍPIO,24
1208,Gabriel Monteiro,MUNICÍPIO,31
1285,Campo Largo do Piauí,MUNICÍPIO,6
1286,Piquerobi,MUNICÍPIO,31
1287,Cafelândia,MUNICÍPIO,31
1288,Barroso,MUNICÍPIO,24
1289,Santo Antônio da Alegria,MUNICÍPIO,31
1290,Sertãozinho,MUNICÍPIO,31
1291,Cabeceiras do Piauí,MUNICÍPIO,6
1292,Potirendaba,MUNICÍPIO,31
1293,Conceição da Barra de Minas,MUNICÍPIO,24
1294,Castilho,MUNICÍPIO,31
1295,Carmo do Rio Claro,MUNICÍPIO,24
1296,Propriá,MUNICÍPIO,20
1297,Laguna,MUNICÍPIO,18
1345,Analândia,MUNICÍPIO,31
1298,Balneário Pinhal,MUNICÍPIO,22
1299,Candiota,MUNICÍPIO,22
1300,Bombinhas,MUNICÍPIO,18
1301,Penha,MUNICÍPIO,18
1302,Nova Iorque,MUNICÍPIO,7
1303,Boa Vista do Buricá,MUNICÍPIO,22
1304,Coronel Bicaco,MUNICÍPIO,22
1305,Constantina,MUNICÍPIO,22
1306,Umbaúba,MUNICÍPIO,20
1307,Embu-Guaçu,MUNICÍPIO,31
1308,Dores do Rio Preto,MUNICÍPIO,8
1346,Espírito Santo do Dourado,MUNICÍPIO,24
1347,Bocaina,MUNICÍPIO,31
1348,Dourado,MUNICÍPIO,31
1349,Ribeirão Bonito,MUNICÍPIO,31
1350,Pirassununga,MUNICÍPIO,31
1351,Aguaí,MUNICÍPIO,31
1352,Santa Bárbara do Monte Verde,MUNICÍPIO,24
1353,Santa Rita de Jacutinga,MUNICÍPIO,24
1354,São Sebastião da Bela Vista,MUNICÍPIO,24
1309,Baraúna,MUNICÍPIO,27
1310,Colorado,MUNICÍPIO,22
1311,Urussanga,MUNICÍPIO,18
1312,Lagoa dos Três Cantos,MUNICÍPIO,22
1313,Entre-Ijuís,MUNICÍPIO,22
1314,Alegria,MUNICÍPIO,22
1315,Centenário,MUNICÍPIO,22
1316,São Domingos do Sul,MUNICÍPIO,22
1317,Rondinha,MUNICÍPIO,22
1318,Ernestina,MUNICÍPIO,22
1319,Santo Antônio,MUNICÍPIO,25
1320,Miguel Leão,MUNICÍPIO,6
1321,Carandaí,MUNICÍPIO,24
1322,Getulina,MUNICÍPIO,31
1323,Pongaí,MUNICÍPIO,31
1324,Itaocara,MUNICÍPIO,23
1325,Caldas,MUNICÍPIO,24
1326,Guarantã,MUNICÍPIO,31
1327,Monsenhor Paulo,MUNICÍPIO,24
1328,Frei Paulo,MUNICÍPIO,20
1329,Ribeirão dos Índios,MUNICÍPIO,31
1330,Amajari,MUNICÍPIO,12
1331,Pacaraima,MUNICÍPIO,12
1332,Uiramutã,MUNICÍPIO,12
1333,Iacri,MUNICÍPIO,31
1334,Casa Branca,MUNICÍPIO,31
1335,Caracol,MUNICÍPIO,19
1336,Caratinga,MUNICÍPIO,24
1337,Conceição de Macabu,MUNICÍPIO,23
1338,Quissamã,MUNICÍPIO,23
1339,Quintana,MUNICÍPIO,31
1340,Liberdade,MUNICÍPIO,24
1341,Santa Rita de Caldas,MUNICÍPIO,24
1342,Funilândia,MUNICÍPIO,24
1343,Paraopeba,MUNICÍPIO,24
1344,Santa Cruz da Conceição,MUNICÍPIO,31
1356,Divinolândia,MUNICÍPIO,31
1357,Flora Rica,MUNICÍPIO,31
1358,Batayporã,MUNICÍPIO,19
1359,Antônio João,MUNICÍPIO,19
1360,Nova Alvorada do Sul,MUNICÍPIO,19
1361,Boracéia,MUNICÍPIO,31
1362,Rinópolis,MUNICÍPIO,31
1363,Pirapetinga,MUNICÍPIO,24
1364,Bias Fortes,MUNICÍPIO,24
1365,Luiziânia,MUNICÍPIO,31
1366,Muniz Ferreira,MUNICÍPIO,29
1367,Santo Amaro da Imperatriz,MUNICÍPIO,18
1368,Alfredo Wagner,MUNICÍPIO,18
1369,Não-Me-Toque,MUNICÍPIO,22
1370,David Canabarro,MUNICÍPIO,22
1371,Itapiranga,MUNICÍPIO,18
1372,Vitor Meireles,MUNICÍPIO,18
1373,Treze Tílias,MUNICÍPIO,18
1374,Ibirajuba,MUNICÍPIO,28
1375,Monte Belo do Sul,MUNICÍPIO,22
1376,Marcionílio Souza,MUNICÍPIO,29
1377,Lençóis,MUNICÍPIO,29
1378,Maracás,MUNICÍPIO,29
1379,Andaraí,MUNICÍPIO,29
1380,Sete Quedas,MUNICÍPIO,19
1381,Descanso,MUNICÍPIO,18
1382,Ponte Serrada,MUNICÍPIO,18
1383,Lindóia do Sul,MUNICÍPIO,18
1384,Cunha Porã,MUNICÍPIO,18
1385,Iraceminha,MUNICÍPIO,18
1387,Vargeão,MUNICÍPIO,18
1388,Itajaí,MUNICÍPIO,18
1389,Itaberá,MUNICÍPIO,31
1390,São Miguel Arcanjo,MUNICÍPIO,31
1391,Paranhos,MUNICÍPIO,19
1392,Pilar do Sul,MUNICÍPIO,31
1393,Ilhota,MUNICÍPIO,18
1394,Riqueza,MUNICÍPIO,18
1395,Tacuru,MUNICÍPIO,19
1396,Itapeva,MUNICÍPIO,31
1397,Congonhinhas,MUNICÍPIO,17
1398,Siqueira Campos,MUNICÍPIO,17
1399,Tapejara,MUNICÍPIO,17
1400,Ilha de Itamaracá,MUNICÍPIO,28
1401,Silveiras,MUNICÍPIO,31
1402,Botelhos,MUNICÍPIO,24
1403,Santópolis do Aguapeí,MUNICÍPIO,31
1404,Quatipuru,MUNICÍPIO,13
1405,Nova Monte Verde,MUNICÍPIO,21
1406,Tuiuti,MUNICÍPIO,31
1407,Pratânia,MUNICÍPIO,31
1408,Uarini,MUNICÍPIO,11
1409,Vitória do Xingu,MUNICÍPIO,13
1410,Governador Newton Bello,MUNICÍPIO,7
1411,Cacimba de Areia,MUNICÍPIO,27
1412,São Caetano do Sul,MUNICÍPIO,31
1413,Arcos,MUNICÍPIO,24
1414,Carmo do Cajuru,MUNICÍPIO,24
1415,Igaratinga,MUNICÍPIO,24
1416,São Gonçalo do Pará,MUNICÍPIO,24
1417,Cardoso,MUNICÍPIO,31
1418,Macedônia,MUNICÍPIO,31
1419,São José da Bela Vista,MUNICÍPIO,31
1420,Japaraíba,MUNICÍPIO,24
1421,Timbaúba dos Batistas,MUNICÍPIO,25
1422,Belo Horizonte,MUNICÍPIO,24
1423,Paranaíba,MUNICÍPIO,19
1424,Inocência,MUNICÍPIO,19
1425,Aparecida do Taboado,MUNICÍPIO,19
1426,Nova Lima,MUNICÍPIO,24
1427,Contagem,MUNICÍPIO,24
1428,Bandeirantes,MUNICÍPIO,19
1429,Córrego Novo,MUNICÍPIO,24
1430,Bom Jesus do Galho,MUNICÍPIO,24
1431,Dionísio,MUNICÍPIO,24
1432,Água Clara,MUNICÍPIO,19
1433,Nova Era,MUNICÍPIO,24
1434,Jaguaraçu,MUNICÍPIO,24
1435,Lagoa Santa,MUNICÍPIO,24
1436,São Gabriel do Oeste,MUNICÍPIO,19
1437,Limeira do Oeste,MUNICÍPIO,24
1438,Maravilhas,MUNICÍPIO,24
1439,União de Minas,MUNICÍPIO,24
1440,Cristais Paulista,MUNICÍPIO,31
1441,Franca,MUNICÍPIO,31
1442,São Sebastião da Boa Vista,MUNICÍPIO,13
1443,Lambari D'Oeste,MUNICÍPIO,21
1444,Porto Estrela,MUNICÍPIO,21
1445,Matinha,MUNICÍPIO,7
1446,Mostardas,MUNICÍPIO,22
1447,São João Batista,MUNICÍPIO,7
1448,Iguape,MUNICÍPIO,31
1449,Juquitiba,MUNICÍPIO,31
1450,Guaratuba,MUNICÍPIO,17
1451,Ribeirão Corrente,MUNICÍPIO,31
1452,Belo Vale,MUNICÍPIO,24
1453,Bom Lugar,MUNICÍPIO,7
1454,Paranaguá,MUNICÍPIO,17
1455,Guará,MUNICÍPIO,31
1456,Ipuã,MUNICÍPIO,31
1457,Palmeira d'Oeste,MUNICÍPIO,31
1458,Lago Verde,MUNICÍPIO,7
1459,Ouro Preto,MUNICÍPIO,24
1460,Guaíra,MUNICÍPIO,31
1461,Bonfim,MUNICÍPIO,24
1462,Palestina,MUNICÍPIO,31
1463,Buritizal,MUNICÍPIO,31
1464,Fronteira,MUNICÍPIO,24
1465,Álvares Florence,MUNICÍPIO,31
1466,Pontes Gestal,MUNICÍPIO,31
1467,Mariana,MUNICÍPIO,24
1468,Ituverava,MUNICÍPIO,31
1469,Itaguara,MUNICÍPIO,24
1470,São João Batista do Glória,MUNICÍPIO,24
1471,Santo Antônio do Grama,MUNICÍPIO,24
1472,Claraval,MUNICÍPIO,24
1473,Guaraci,MUNICÍPIO,31
1474,Itapecerica,MUNICÍPIO,24
1475,Icém,MUNICÍPIO,31
1476,Doresópolis,MUNICÍPIO,24
1477,Colômbia,MUNICÍPIO,31
1478,Campo Grande,MUNICÍPIO,19
1479,Camacan,MUNICÍPIO,29
1480,Aramina,MUNICÍPIO,31
1481,Urânia,MUNICÍPIO,31
1482,Pontalina,MUNICÍPIO,30
1483,Portelândia,MUNICÍPIO,30
1484,Jataí,MUNICÍPIO,30
1485,Prado,MUNICÍPIO,29
1486,Itaipé,MUNICÍPIO,24
1487,Novo Cruzeiro,MUNICÍPIO,24
1488,Carmo do Rio Verde,MUNICÍPIO,30
1489,Bocaiúva,MUNICÍPIO,24
1490,Teixeira de Freitas,MUNICÍPIO,29
1491,Perolândia,MUNICÍPIO,30
1492,Professor Jamil,MUNICÍPIO,30
1493,Espinosa,MUNICÍPIO,24
1494,Santa Cruz de Goiás,MUNICÍPIO,30
1495,Chapada do Norte,MUNICÍPIO,24
1496,Montividiu,MUNICÍPIO,30
1497,Jandaia,MUNICÍPIO,30
1498,Vereda,MUNICÍPIO,29
1499,Edéia,MUNICÍPIO,30
1500,Caraí,MUNICÍPIO,24
1501,Crisólita,MUNICÍPIO,24
1502,Rio Verde,MUNICÍPIO,30
1503,Francisco Dumont,MUNICÍPIO,24
1504,Jequitaí,MUNICÍPIO,24
1505,Itiquira,MUNICÍPIO,21
1506,Santo Antônio do Leverger,MUNICÍPIO,21
1507,Cezarina,MUNICÍPIO,30
1508,Itanhém,MUNICÍPIO,29
1509,Cristianópolis,MUNICÍPIO,30
1510,Araçuaí,MUNICÍPIO,24
1511,Alto Garças,MUNICÍPIO,21
1512,Rondonópolis,MUNICÍPIO,21
1513,Águas Formosas,MUNICÍPIO,24
1514,Santa Luzia,MUNICÍPIO,29
1515,Una,MUNICÍPIO,29
1516,Arataca,MUNICÍPIO,29
1517,Faina,MUNICÍPIO,30
1518,Rubiataba,MUNICÍPIO,30
1519,Nova América,MUNICÍPIO,30
1520,São João do Paraíso,MUNICÍPIO,24
1521,Araguapaz,MUNICÍPIO,30
1522,Glória D'Oeste,MUNICÍPIO,21
1523,Potiraguá,MUNICÍPIO,29
1524,Itarantim,MUNICÍPIO,29
1525,Jussari,MUNICÍPIO,29
1526,Ribeirão do Largo,MUNICÍPIO,29
1527,Tremedal,MUNICÍPIO,29
1528,Vitória da Conquista,MUNICÍPIO,29
1529,Jangada,MUNICÍPIO,21
1530,Araputanga,MUNICÍPIO,21
1531,Poxoréu,MUNICÍPIO,21
1532,Cândido Sales,MUNICÍPIO,29
1533,Itambé,MUNICÍPIO,29
1534,Ninheira,MUNICÍPIO,24
1535,Salto do Céu,MUNICÍPIO,21
1536,Medina,MUNICÍPIO,24
1537,Rubelita,MUNICÍPIO,24
1538,Bom Jardim de Goiás,MUNICÍPIO,30
1539,Conceição do Mato Dentro,MUNICÍPIO,24
1540,Cassilândia,MUNICÍPIO,19
1541,Braúnas,MUNICÍPIO,24
1542,Itanhomi,MUNICÍPIO,24
1543,Morro do Pilar,MUNICÍPIO,24
1544,Mossâmedes,MUNICÍPIO,30
1694,Santana do Maranhão,MUNICÍPIO,7
1695,Santa Cruz da Vitória,MUNICÍPIO,29
1696,Barro Preto,MUNICÍPIO,29
1697,Itaju do Colônia,MUNICÍPIO,29
1698,Itapé,MUNICÍPIO,29
1699,Coronel Xavier Chaves,MUNICÍPIO,24
1700,Nazareno,MUNICÍPIO,24
1701,São José da Vitória,MUNICÍPIO,29
1702,Dores de Campos,MUNICÍPIO,24
1703,Camanducaia,MUNICÍPIO,24
1545,Leoberto Leal,MUNICÍPIO,18
1546,São Sebastião,MUNICÍPIO,31
1547,Niterói,MUNICÍPIO,23
1548,São Francisco do Sul,MUNICÍPIO,18
1549,Balneário Barra do Sul,MUNICÍPIO,18
1550,Ilhabela,MUNICÍPIO,31
1551,Caraguatatuba,MUNICÍPIO,31
1552,Itanhaém,MUNICÍPIO,31
1553,Pirangi,MUNICÍPIO,31
1554,Senador Salgado Filho,MUNICÍPIO,22
1555,Matelândia,MUNICÍPIO,17
1556,Planalto,MUNICÍPIO,17
1557,Faxinal dos Guedes,MUNICÍPIO,18
1558,Guaramirim,MUNICÍPIO,18
1559,Joinville,MUNICÍPIO,18
1560,São Domingos,MUNICÍPIO,18
1561,Galvão,MUNICÍPIO,18
1562,Dionísio Cerqueira,MUNICÍPIO,18
1563,Guarujá do Sul,MUNICÍPIO,18
1564,Sul Brasil,MUNICÍPIO,18
1565,São José do Cedro,MUNICÍPIO,18
1566,Clevelândia,MUNICÍPIO,17
1567,Mariópolis,MUNICÍPIO,17
1568,Caçador,MUNICÍPIO,18
1569,Calmon,MUNICÍPIO,18
1570,General Carneiro,MUNICÍPIO,17
1571,Tocantinópolis,MUNICÍPIO,15
1572,São Francisco do Maranhão,MUNICÍPIO,7
1573,Porto União,MUNICÍPIO,18
1574,Salto Veloso,MUNICÍPIO,18
1575,Nazaré,MUNICÍPIO,15
1704,Cambuí,MUNICÍPIO,24
1705,Itaperuna,MUNICÍPIO,23
1576,Pedro Velho,MUNICÍPIO,25
1577,Assis Brasil,MUNICÍPIO,10
1578,Tabatinga,MUNICÍPIO,11
1579,Santo Antônio do Içá,MUNICÍPIO,11
1580,Benjamin Constant,MUNICÍPIO,11
1581,Engenheiro Navarro,MUNICÍPIO,24
1582,Romelândia,MUNICÍPIO,18
1583,Coqueiral,MUNICÍPIO,24
1584,Conselheiro Lafaiete,MUNICÍPIO,24
1585,Diamantina,MUNICÍPIO,24
1586,Ouro Verde,MUNICÍPIO,18
1587,Abelardo Luz,MUNICÍPIO,18
1588,Entre Rios,MUNICÍPIO,18
1589,Quilombo,MUNICÍPIO,18
1590,Papanduva,MUNICÍPIO,18
1591,Flor do Sertão,MUNICÍPIO,18
1592,Serranópolis do Iguaçu,MUNICÍPIO,17
1593,Rio Azul,MUNICÍPIO,17
1594,Capitão Leônidas Marques,MUNICÍPIO,17
1595,Nova Laranjeiras,MUNICÍPIO,17
1596,Santa Izabel do Oeste,MUNICÍPIO,17
1597,Santa Lúcia,MUNICÍPIO,17
1598,Bela Vista da Caroba,MUNICÍPIO,17
1599,Boa Vista da Aparecida,MUNICÍPIO,17
1600,Guaraqueçaba,MUNICÍPIO,17
1601,Mandirituba,MUNICÍPIO,17
1602,Medianeira,MUNICÍPIO,17
1603,Nova Esperança do Sudoeste,MUNICÍPIO,17
1604,Realeza,MUNICÍPIO,17
1605,Rio Bonito do Iguaçu,MUNICÍPIO,17
1606,São João,MUNICÍPIO,17
1607,Major Vieira,MUNICÍPIO,18
1608,Serra Alta,MUNICÍPIO,18
1609,Jaraguá do Sul,MUNICÍPIO,18
1610,Pomerode,MUNICÍPIO,18
1611,Barra Bonita,MUNICÍPIO,18
1612,Rio Negrinho,MUNICÍPIO,18
1613,Timbó Grande,MUNICÍPIO,18
1614,Ipuaçu,MUNICÍPIO,18
1615,Passos Maia,MUNICÍPIO,18
1616,Palmas,MUNICÍPIO,17
1706,Muquém do São Francisco,MUNICÍPIO,29
1707,Oliveira dos Brejinhos,MUNICÍPIO,29
1708,Bom Jesus da Lapa,MUNICÍPIO,29
1709,Ibotirama,MUNICÍPIO,29
1710,Ibicoara,MUNICÍPIO,29
1711,Saúde,MUNICÍPIO,29
1712,Jacobina,MUNICÍPIO,29
1713,Nossa Senhora do Livramento,MUNICÍPIO,21
1714,Morungaba,MUNICÍPIO,31
1715,Itatiba,MUNICÍPIO,31
1716,Cerqueira César,MUNICÍPIO,31
1717,Ibirarema,MUNICÍPIO,31
1718,Iaras,MUNICÍPIO,31
1719,Santa Mariana,MUNICÍPIO,17
1720,Cândido Mota,MUNICÍPIO,31
1721,Leópolis,MUNICÍPIO,17
1722,Joanópolis,MUNICÍPIO,31
1617,Dom Silvério,MUNICÍPIO,24
1618,Bugre,MUNICÍPIO,24
1619,Picada Café,MUNICÍPIO,22
1620,Matos Costa,MUNICÍPIO,18
1621,Jupiá,MUNICÍPIO,18
1622,Palma Sola,MUNICÍPIO,18
1623,Irineópolis,MUNICÍPIO,18
1624,Aimorés,MUNICÍPIO,24
1625,Abel Figueiredo,MUNICÍPIO,13
1626,Lebon Régis,MUNICÍPIO,18
1723,Cesário Lange,MUNICÍPIO,31
1724,Quadra,MUNICÍPIO,31
1725,Tatuí,MUNICÍPIO,31
1726,Mairiporã,MUNICÍPIO,31
1727,Abatiá,MUNICÍPIO,17
1728,Cidade Gaúcha,MUNICÍPIO,17
1729,Douradina,MUNICÍPIO,17
1730,Bandeirantes,MUNICÍPIO,17
1731,Nova Esperança,MUNICÍPIO,17
1732,Cerquilho,MUNICÍPIO,31
1733,Bofete,MUNICÍPIO,31
1734,Ourinhos,MUNICÍPIO,31
1735,Vargem,MUNICÍPIO,31
1736,Sarutaiá,MUNICÍPIO,31
1737,Anhembi,MUNICÍPIO,31
1738,Amambai,MUNICÍPIO,19
1739,Taquarussu,MUNICÍPIO,19
1740,Nossa Senhora das Graças,MUNICÍPIO,17
1741,Cabreúva,MUNICÍPIO,31
1742,Itapiratins,MUNICÍPIO,15
1743,São Pedro da Cipa,MUNICÍPIO,21
1744,Periquito,MUNICÍPIO,24
1627,Fervedouro,MUNICÍPIO,24
1628,Rio Fortuna,MUNICÍPIO,18
1629,Rio das Antas,MUNICÍPIO,18
1630,Itabirinha,MUNICÍPIO,24
1631,Santa Isabel,MUNICÍPIO,31
1632,Pinhalzinho,MUNICÍPIO,18
1633,Indaiatuba,MUNICÍPIO,31
1634,Pereiras,MUNICÍPIO,31
1635,Faria Lemos,MUNICÍPIO,24
1636,Felício dos Santos,MUNICÍPIO,24
1637,Diorama,MUNICÍPIO,30
1638,Alvarães,MUNICÍPIO,11
1745,Sobrália,MUNICÍPIO,24
1837,Sombrio,MUNICÍPIO,18
1838,Portel,MUNICÍPIO,13
1839,Itaiópolis,MUNICÍPIO,18
1840,Limeira,MUNICÍPIO,31
1845,São Jorge d'Oeste,MUNICÍPIO,17
1846,Jacupiranga,MUNICÍPIO,31
1639,Teutônia,MUNICÍPIO,22
1640,Sorocaba,MUNICÍPIO,31
1641,Botucatu,MUNICÍPIO,31
1642,Dom Pedro de Alcântara,MUNICÍPIO,22
1643,Jardim Alegre,MUNICÍPIO,17
1644,Farol,MUNICÍPIO,17
1645,Godoy Moreira,MUNICÍPIO,17
1646,Goioerê,MUNICÍPIO,17
1647,Alto Piquiri,MUNICÍPIO,17
1648,Barbosa Ferraz,MUNICÍPIO,17
1649,Francisco Alves,MUNICÍPIO,17
1650,Nova Campina,MUNICÍPIO,31
1651,Janiópolis,MUNICÍPIO,17
1652,Lidianópolis,MUNICÍPIO,17
1653,Ribeirão Branco,MUNICÍPIO,31
1654,Ribeirão Grande,MUNICÍPIO,31
1655,Roseira,MUNICÍPIO,31
1656,Lunardelli,MUNICÍPIO,17
1657,Campo Mourão,MUNICÍPIO,17
1658,Corumbataí do Sul,MUNICÍPIO,17
1659,Cruzmaltina,MUNICÍPIO,17
1660,Grandes Rios,MUNICÍPIO,17
1661,Boa Esperança,MUNICÍPIO,17
1662,Pariquera-Açu,MUNICÍPIO,31
1663,Ilha Comprida,MUNICÍPIO,31
1664,Cajati,MUNICÍPIO,31
1665,Altamira do Paraná,MUNICÍPIO,17
1666,Iguatu,MUNICÍPIO,17
1667,Mato Rico,MUNICÍPIO,17
1668,Ouro Verde do Oeste,MUNICÍPIO,17
1669,São José das Palmeiras,MUNICÍPIO,17
1670,Jaborá,MUNICÍPIO,18
1772,Ourilândia do Norte,MUNICÍPIO,13
1773,São Francisco do Pará,MUNICÍPIO,13
1774,Maracanã,MUNICÍPIO,13
1775,Marapanim,MUNICÍPIO,13
1776,Vitória do Jari,MUNICÍPIO,14
1777,Nhamundá,MUNICÍPIO,11
1778,Santana,MUNICÍPIO,14
1779,Itaubal,MUNICÍPIO,14
1780,Santa Maria do Tocantins,MUNICÍPIO,15
1781,Orocó,MUNICÍPIO,28
1782,Lagoa Grande,MUNICÍPIO,28
1783,Araguacema,MUNICÍPIO,15
1784,Guaraí,MUNICÍPIO,15
1847,Capão Bonito,MUNICÍPIO,31
1848,Riversul,MUNICÍPIO,31
1849,Itapecerica da Serra,MUNICÍPIO,31
1850,Coronel Macedo,MUNICÍPIO,31
1671,Ivoti,MUNICÍPIO,22
1672,Guatambú,MUNICÍPIO,18
1673,Nova Crixás,MUNICÍPIO,30
1674,Diamante do Sul,MUNICÍPIO,17
1675,Pracinha,MUNICÍPIO,31
1676,Ponte Alta do Norte,MUNICÍPIO,18
1677,Porangaba,MUNICÍPIO,31
1678,Guareí,MUNICÍPIO,31
1679,Timburi,MUNICÍPIO,31
1680,Fartura,MUNICÍPIO,31
1681,Atibaia,MUNICÍPIO,31
1682,Silveira Martins,MUNICÍPIO,22
1683,Jussara,MUNICÍPIO,30
1684,Palmital,MUNICÍPIO,31
1685,Umburanas,MUNICÍPIO,29
1686,Santa Cruz do Rio Pardo,MUNICÍPIO,31
1687,Cafeara,MUNICÍPIO,17
1688,São João de Meriti,MUNICÍPIO,23
1689,Jaguaquara,MUNICÍPIO,29
1690,Colorado,MUNICÍPIO,17
1691,Andirá,MUNICÍPIO,17
1692,Centenário do Sul,MUNICÍPIO,17
1693,Pindamonhangaba,MUNICÍPIO,31
1786,Dom Inocêncio,MUNICÍPIO,6
1787,Jacuípe,MUNICÍPIO,16
1788,Garanhuns,MUNICÍPIO,28
1789,Cajueiro,MUNICÍPIO,16
1790,Miranorte,MUNICÍPIO,15
1791,Chorrochó,MUNICÍPIO,29
1792,Carneiros,MUNICÍPIO,16
1851,Paraibuna,MUNICÍPIO,31
1746,Sampaio,MUNICÍPIO,15
1747,Rio Negro,MUNICÍPIO,17
1748,Planaltina do Paraná,MUNICÍPIO,17
1749,Santa Isabel do Ivaí,MUNICÍPIO,17
1750,Igaratá,MUNICÍPIO,31
1751,Santa Luz,MUNICÍPIO,6
1752,Tapira,MUNICÍPIO,17
1753,Jaborandi,MUNICÍPIO,29
1754,Porto Seguro,MUNICÍPIO,29
1755,Brumadinho,MUNICÍPIO,24
1756,Potim,MUNICÍPIO,31
1757,Nova Iguaçu,MUNICÍPIO,23
1758,Pedreira,MUNICÍPIO,31
1759,Borebi,MUNICÍPIO,31
1760,Santo Inácio,MUNICÍPIO,17
1761,Porecatu,MUNICÍPIO,17
1762,Santa Inês,MUNICÍPIO,17
1763,Areias,MUNICÍPIO,31
1764,Lagoa Santa,MUNICÍPIO,30
1765,Rio das Ostras,MUNICÍPIO,23
1766,Poconé,MUNICÍPIO,21
1767,Pontal do Araguaia,MUNICÍPIO,21
1768,Muaná,MUNICÍPIO,13
1769,Maués,MUNICÍPIO,11
1770,Darcinópolis,MUNICÍPIO,15
1771,Estreito,MUNICÍPIO,7
1785,Ribeirão,MUNICÍPIO,28
1793,Balneário Piçarras,MUNICÍPIO,18
1794,Iacanga,MUNICÍPIO,31
1795,Ibitinga,MUNICÍPIO,31
1796,São Carlos,MUNICÍPIO,31
1797,Ibirá,MUNICÍPIO,31
1798,Nova Aliança,MUNICÍPIO,31
1799,Américo de Campos,MUNICÍPIO,31
1800,Selvíria,MUNICÍPIO,19
1801,Aquidauana,MUNICÍPIO,19
1802,Couto de Magalhães de Minas,MUNICÍPIO,24
1803,Sidrolândia,MUNICÍPIO,19
1804,Bom Jesus do Amparo,MUNICÍPIO,24
1805,Bom Jesus da Penha,MUNICÍPIO,24
1806,Claro dos Poções,MUNICÍPIO,24
1807,Coqueiros do Sul,MUNICÍPIO,22
1808,São Vicente,MUNICÍPIO,31
1809,São Manuel,MUNICÍPIO,31
1810,São Simão,MUNICÍPIO,31
1811,São Lourenço da Serra,MUNICÍPIO,31
1812,Araruna,MUNICÍPIO,17
1813,Apucarana,MUNICÍPIO,17
1814,Araucária,MUNICÍPIO,17
1815,Ribeirão Claro,MUNICÍPIO,17
1816,Rio Bom,MUNICÍPIO,17
1817,Morrinhos do Sul,MUNICÍPIO,22
1818,Santa Terezinha,MUNICÍPIO,18
1819,Passo do Sobrado,MUNICÍPIO,22
1820,Palmeira das Missões,MUNICÍPIO,22
1821,Urubici,MUNICÍPIO,18
1822,Paes Landim,MUNICÍPIO,6
1823,Ibicuí,MUNICÍPIO,29
1824,Boca do Acre,MUNICÍPIO,11
1825,Rondon do Pará,MUNICÍPIO,13
1826,Faro,MUNICÍPIO,13
1827,Mojuí dos Campos,MUNICÍPIO,13
1828,Santa Cruz do Arari,MUNICÍPIO,13
1829,São Caetano de Odivelas,MUNICÍPIO,13
1830,Imaruí,MUNICÍPIO,18
1831,Loreto,MUNICÍPIO,7
1832,Barão de Grajaú,MUNICÍPIO,7
1833,Carolina,MUNICÍPIO,7
1834,Brotas de Macaúbas,MUNICÍPIO,29
1835,Ibiquera,MUNICÍPIO,29
1836,Piedade,MUNICÍPIO,31
1841,Arroio do Sal,MUNICÍPIO,22
1842,Seara,MUNICÍPIO,18
1843,Xaxim,MUNICÍPIO,18
1844,Xanxerê,MUNICÍPIO,18
1852,Redenção da Serra,MUNICÍPIO,31
1853,Salto,MUNICÍPIO,31
1854,Areiópolis,MUNICÍPIO,31
1855,Artur Nogueira,MUNICÍPIO,31
1856,Ipeúna,MUNICÍPIO,31
1857,Bariri,MUNICÍPIO,31
1858,Indiana,MUNICÍPIO,31
1859,Mariápolis,MUNICÍPIO,31
1860,Osvaldo Cruz,MUNICÍPIO,31
1861,Reginópolis,MUNICÍPIO,31
1862,Lins,MUNICÍPIO,31
1863,Jaboticabal,MUNICÍPIO,31
1864,José Bonifácio,MUNICÍPIO,31
1865,Mirandópolis,MUNICÍPIO,31
1866,Uchoa,MUNICÍPIO,31
1867,Neves Paulista,MUNICÍPIO,31
1868,Carmópolis de Minas,MUNICÍPIO,24
1869,Comercinho,MUNICÍPIO,24
1870,Desterro de Entre Rios,MUNICÍPIO,24
1871,Itaberaí,MUNICÍPIO,30
1872,Tefé,MUNICÍPIO,11
1873,Óbidos,MUNICÍPIO,13
1874,Oriximiná,MUNICÍPIO,13
1875,Pedra Bela,MUNICÍPIO,31
1876,Bagé,MUNICÍPIO,22
1877,Campanário,MUNICÍPIO,24
1878,Catuji,MUNICÍPIO,24
1879,Senador Elói de Souza,MUNICÍPIO,25
1880,Parintins,MUNICÍPIO,11
1881,Açucena,MUNICÍPIO,24
1882,Água Boa,MUNICÍPIO,24
1883,Tarauacá,MUNICÍPIO,10
1884,Pracuúba,MUNICÍPIO,14
1885,Coração de Jesus,MUNICÍPIO,24
1886,Sanclerlândia,MUNICÍPIO,30
1887,Ribeirãozinho,MUNICÍPIO,21
1888,Almenara,MUNICÍPIO,24
1889,Catuti,MUNICÍPIO,24
1890,Heitoraí,MUNICÍPIO,30
1891,Matrinchã,MUNICÍPIO,30
1892,Angical,MUNICÍPIO,29
1893,Santa Rosa do Tocantins,MUNICÍPIO,15
1894,Carauari,MUNICÍPIO,11
1895,Eldorado do Carajás,MUNICÍPIO,13
1896,Caseara,MUNICÍPIO,15
1897,Rio Grande do Piauí,MUNICÍPIO,6
1898,Bertolínia,MUNICÍPIO,6
1899,Bannach,MUNICÍPIO,13
1900,Araguaína,MUNICÍPIO,15
